node_id,node_name,mesh_ui,node_type
N713,arterial occlusive diseases,D001157,Disease
N714,"constriction, pathologic",D003251,Disease
N715,ehlers-danlos syndrome,D004535,Disease
N716,iliac artery,D007083,Anatomy
N717,gastrointestinal hemorrhage,D006471,Disease
N718,"hypertension, portal",D006975,Disease
N719,cardiac catheterization,D006328,Technique
N720,heart failure,D006333,Disease
N721,regression analysis,D012044,Technique
N722,alanine transaminase,D000410,Chemical
N723,aspartate aminotransferases,D001219,Chemical
N724,coffee,D003069,Chemical
N725,haplorhini,D000882,Other
N726,macaca mulatta,D008253,Other
N727,"antibodies, antinuclear",D000974,Chemical
N728,"herpesvirus 4, human",D004854,Other
N729,"immunity, cellular",D007111,Biological_Process
N730,human experimentation,D006805,Technique
N731,maryland,D008396,Other
N732,referral and consultation,D012017,Other
N733,trihexosylceramides,D014281,Chemical
N734,burkitt lymphoma,D002051,Disease
N735,"cell transformation, neoplastic",D002471,Disease
N736,"cell transformation, viral",D002472,Disease
N737,"chromatography, gel",D002850,Technique
N738,glycopeptides,D006020,Chemical
N739,glycoproteins,D006023,Chemical
N740,leukemia,D007938,Disease
N741,lymphocytes,D008214,Anatomy
N742,lymphoma,D008223,Disease
N743,membrane proteins,D008565,Chemical
N744,neuraminidase,D009439,Chemical
N745,pronase,D011402,Chemical
N746,portal vein,D011169,Anatomy
N747,ultrasonography,D014463,Technique
N748,drug antagonism,D004336,Biological_Process
N749,"shock, cardiogenic",D012770,Disease
N750,strophanthins,D013328,Chemical
N751,"neoplasm recurrence, local",D009364,Disease
N752,"anemia, sickle cell",D000755,Disease
N753,edetic acid,D004492,Chemical
N754,lead poisoning,D007855,Disease
N755,hyperaldosteronism,D006929,Disease
N756,posture,D011187,Biological_Process
N757,electromyography,D004576,Technique
N758,motor neurons,D009046,Anatomy
N759,muscular atrophy,D009133,Disease
N760,neural conduction,D009431,Biological_Process
N761,perhexiline,D010480,Chemical
N762,peroneal nerve,D010543,Anatomy
N763,piperidines,D010880,Chemical
N764,ulnar nerve,D014459,Anatomy
N765,mechlorethamine,D008466,Chemical
N766,prednisone,D011241,Chemical
N767,endometrial hyperplasia,D004714,Disease
N768,endometrium,D004717,Anatomy
N769,"estrogens, conjugated (usp)",D004966,Chemical
N770,karyotyping,D007621,Technique
N771,turner syndrome,D014424,Disease
N772,antigen-antibody complex,D000936,Chemical
N773,eosinophilia,D004802,Disease
N774,leukopenia,D007970,Disease
N775,rheumatoid factor,D012217,Chemical
N776,sjogren's syndrome,D012859,Disease
N777,headache,D006261,Disease
N778,migraine disorders,D008881,Disease
N779,catecholamines,D002395,Chemical
N780,intra-aortic balloon pumping,D007423,Technique
N781,capillary permeability,D002199,Biological_Process
N782,"embolism, fat",D004620,Disease
N783,extracorporeal circulation,D005112,Technique
N784,"influenza, human",D007251,Disease
N785,positive-pressure respiration,D011175,Technique
N786,pulmonary circulation,D011652,Biological_Process
N787,pulmonary edema,D011654,Disease
N788,"shock, septic",D012772,Disease
N789,"shock, traumatic",D012774,Disease
N790,angiography,D000792,Technique
N791,"stress, psychological",D013315,Other
N792,"angina pectoris, variant",D000788,Disease
N793,ergonovine,D004874,Chemical
N794,phenoxybenzamine,D010643,Chemical
N795,spasm,D013035,Disease
N796,thermodilution,D013815,Technique
N797,dysgerminoma,D004407,Disease
N798,gonadotropins,D006062,Chemical
N799,mosaicism,D009030,Biological_Process
N800,ovulation,D010060,Biological_Process
N801,prolactin,D011388,Chemical
N802,"antigens, viral",D000956,Chemical
N803,prednisolone,D011239,Chemical
N804,"bone diseases, developmental",D001848,Disease
N805,dental enamel hypoplasia,D003744,Disease
N806,face,D005145,Anatomy
N807,hair,D006197,Anatomy
N808,"heart septal defects, ventricular",D006345,Disease
N809,hypospadias,D007021,Disease
N810,iris,D007498,Anatomy
N811,microphthalmos,D008850,Disease
N812,skull,D012886,Anatomy
N813,syndactyly,D013576,Disease
N814,"dna, viral",D004279,Chemical
N815,down syndrome,D004314,Disease
N816,"inclusion bodies, viral",D007181,Anatomy
N817,"microscopy, electron",D008854,Technique
N818,oncogenic viruses,D009858,Other
N819,rna viruses,D012328,Other
N820,retroviridae,D012190,Other
N821,apolipoproteins,D001053,Chemical
N822,immunoelectrophoresis,D007122,Technique
N823,serum albumin,D012709,Chemical
N824,flavin-adenine dinucleotide,D005182,Chemical
N825,"heart arrest, induced",D006324,Technique
N826,"mitochondria, heart",D008929,Anatomy
N827,"kidneys, artificial",D007688,Technique
N828,ultrafiltration,D014462,Technique
N829,chromatin,D002843,Anatomy
N830,dna-directed rna polymerases,D012321,Chemical
N831,"transcription, genetic",D014158,Biological_Process
N832,uridine,D014529,Chemical
N833,uridine monophosphate,D014542,Chemical
N834,vesicular stomatitis indiana virus,D014721,Other
N835,malignant carcinoid syndrome,D008303,Disease
N836,electrolytes,D004573,Chemical
N837,hydrocortisone,D006854,Chemical
N838,antigens,D000941,Chemical
N839,ascitic fluid,D001202,Anatomy
N840,chemical fractionation,D005591,Technique
N841,liver extracts,D008110,Chemical
N842,potassium chloride,D011189,Chemical
N843,tissue extracts,D014020,Chemical
N844,cricetinae,D006224,Other
N845,thiamine deficiency,D013832,Disease
N846,aminophylline,D000628,Chemical
N847,drug tolerance,D004361,Biological_Process
N848,heart atria,D006325,Anatomy
N849,cell division,D002455,Biological_Process
N850,fanconi anemia,D005199,Disease
N851,radiation dosage,D011829,Technique
N852,oligopeptides,D009842,Chemical
N853,vasoconstriction,D014661,Biological_Process
N854,cranial nerves,D003391,Anatomy
N855,pons,D011149,Anatomy
N856,galactosylgalactosylglucosylceramidase,D002517,Chemical
N857,"mice, nude",D008819,Other
N858,sciatic nerve,D012584,Anatomy
N859,spinal nerves,D013127,Anatomy
N860,"transplantation, heterologous",D014183,Technique
N861,cholelithiasis,D002769,Disease
N862,new york city,D009519,Other
N863,progesterone,D011374,Chemical
N864,uterine neoplasms,D014594,Disease
N865,alcoholism,D000437,Disease
N866,blood protein electrophoresis,D001797,Technique
N867,clofibrate,D002994,Chemical
N868,diet therapy,D004035,Technique
N869,clomipramine,D002997,Chemical
N870,diazepam,D003975,Chemical
N871,dibenzazepines,D003984,Chemical
N872,fludrocortisone,D005438,Chemical
N873,herpes zoster,D006562,Disease
N874,"hypotension, orthostatic",D007024,Disease
N875,neuralgia,D009437,Disease
N876,peripheral nerve injuries,D059348,Disease
N877,radiculopathy,D011843,Disease
N878,acetylcholinesterase,D000110,Chemical
N879,hexokinase,D006593,Chemical
N880,drug combinations,D004338,Chemical
N881,autopsy,D001344,Technique
N882,connecticut,D003237,Other
N883,"endocarditis, bacterial",D004697,Disease
N884,hospitalization,D006760,Technique
N885,"hospitals, veterans",D006787,Other
N886,morbidity,D009017,Technique
N887,probability,D011336,Technique
N888,pulmonary emphysema,D011656,Disease
N889,"adenoma, bile duct",D002759,Disease
N890,"carcinoma, papillary",D002291,Disease
N891,"echinococcosis, hepatic",D004444,Disease
N892,hepatic artery,D006499,Anatomy
N893,liver abscess,D008100,Disease
N894,coronary angiography,D017023,Technique
N895,"death, sudden",D003645,Disease
N896,israel,D007557,Other
N897,cardiomyopathies,D009202,Disease
N898,coronaviridae,D003332,Other
N899,coronaviridae infections,D003333,Disease
N900,ether,D004986,Chemical
N901,filtration,D005374,Technique
N902,ileum,D007082,Anatomy
N903,minnesota,D008910,Other
N904,regional medical programs,D012041,Other
N905,hypolipoproteinemias,D007009,Disease
N906,aleutian mink disease,D000453,Disease
N907,aleutian mink disease virus,D000454,Other
N908,animal husbandry,D000822,Other
N909,chediak-higashi syndrome,D002609,Disease
N910,mink,D008907,Other
N911,occupational diseases,D009784,Disease
N912,intestinal mucosa,D007413,Anatomy
N913,swine,D013552,Other
N914,blood circulation,D001775,Biological_Process
N915,heart arrest,D006323,Disease
N916,heart massage,D006336,Technique
N917,phenylephrine,D010656,Chemical
N918,"respiration, artificial",D012121,Technique
N919,resuscitation,D012151,Technique
N920,diverticulitis,D004238,Disease
N921,intestinal perforation,D007416,Disease
N922,pancreatic cyst,D010181,Disease
N923,heart valve prosthesis,D006350,Technique
N924,mitral valve stenosis,D008946,Disease
N925,acute kidney injury,D058186,Disease
N926,arthroplasty,D001178,Technique
N927,bacitracin,D001414,Chemical
N928,blood preservation,D001793,Technique
N929,hip joint,D006621,Anatomy
N930,hypotension,D007022,Disease
N931,joint prosthesis,D007595,Technique
N932,neomycin,D009355,Chemical
N933,polymyxins,D011113,Chemical
N934,refrigeration,D012034,Technique
N935,therapeutic irrigation,D007507,Technique
N936,transfusion reaction,D065227,Disease
N937,alcohol drinking,D000428,Other
N938,"adenoma, pleomorphic",D008949,Disease
N939,carotid artery diseases,D002340,Disease
N940,neurilemmoma,D009442,Disease
N941,pharyngeal diseases,D010608,Disease
N942,pharyngeal neoplasms,D010610,Disease
N943,pharynx,D010614,Anatomy
N944,"tomography, x-ray",D014056,Technique
N945,glycogen,D006003,Chemical
N946,phosphorylases,D006005,Chemical
N947,carotid arteries,D002339,Anatomy
N948,peripheral nerves,D010525,Anatomy
N949,dobutamine,D004280,Chemical
N950,dopamine,D004298,Chemical
N951,fluoresceins,D005452,Chemical
N952,"glomerulosclerosis, focal segmental",D005923,Disease
N953,household products,D006795,Other
N954,immune complex diseases,D007105,Disease
N955,silicon dioxide,D012822,Chemical
N956,silicosis,D012829,Disease
N957,substance-related disorders,D019966,Disease
N958,encephalitis,D004660,Disease
N959,"ganglia, spinal",D005727,Anatomy
N960,head and neck neoplasms,D006258,Disease
N961,liposarcoma,D008080,Disease
N962,osteolysis,D010014,Disease
N963,osteosclerosis,D010026,Disease
N964,plasmacytoma,D010954,Disease
N965,cerebral angiography,D002533,Technique
N966,electroretinography,D004596,Technique
N967,evoked potentials,D005071,Biological_Process
N968,visual perception,D014796,Other
N969,linoleic acids,D008041,Chemical
N970,oleic acids,D009829,Chemical
N971,"calorimetry, differential scanning",D002152,Technique
N972,hla antigens,D006680,Chemical
N973,neutralization tests,D009500,Technique
N974,angiotensin i,D000803,Chemical
N975,angiotensin iii,D000805,Chemical
N976,adipose tissue,D000273,Anatomy
N977,"cations, divalent",D002413,Chemical
N978,free radicals,D005609,Chemical
N979,"rats, inbred strains",D011919,Other
N980,extracellular space,D005110,Anatomy
N981,sarcolemma,D012508,Anatomy
N982,acetylgalactosamine,D000116,Chemical
N983,galactosidases,D005696,Chemical
N984,isoelectric focusing,D007525,Technique
N985,leukocytes,D007962,Anatomy
N986,protein conformation,D011487,Biological_Process
N987,basilar artery,D001488,Anatomy
N988,vertebral artery,D014711,Anatomy
N989,flavoproteins,D005420,Chemical
N990,mitochondria,D008928,Anatomy
N991,bronchial neoplasms,D001984,Disease
N992,"carcinoma, adenoid cystic",D003528,Disease
N993,"ductus arteriosus, patent",D004374,Disease
N994,budd-chiari syndrome,D006502,Disease
N995,"neoplasms, germ cell and embryonal",D009373,Disease
N996,autonomic nervous system,D001341,Anatomy
N997,pressoreceptors,D011311,Anatomy
N998,uremia,D014511,Disease
N999,carotid artery injuries,D020212,Disease
N1000,"carotid artery, internal",D002343,Anatomy
N1001,craniocerebral trauma,D006259,Disease
N1002,epistaxis,D004844,Disease
N1003,intracranial aneurysm,D002532,Disease
N1004,"wounds, gunshot",D014948,Disease
N1005,cerebellum,D002531,Anatomy
N1006,cerebral arteries,D002536,Anatomy
N1007,intracranial arteriovenous malformations,D002538,Disease
N1008,substantia nigra,D013378,Anatomy
N1009,adenoviridae infections,D000257,Disease
N1010,"adenovirus infections, human",D000258,Disease
N1011,"adenoviruses, human",D000260,Other
N1012,coma,D003128,Disease
N1013,disseminated intravascular coagulation,D004211,Disease
N1014,muscular diseases,D009135,Disease
N1015,"pneumonia, viral",D011024,Disease
N1016,reye syndrome,D012202,Disease
N1017,concanavalin a,D003208,Chemical
N1018,lymphocyte activation,D008213,Technique
N1019,penicillamine,D010396,Chemical
N1020,t-lymphocytes,D013601,Anatomy
N1021,gamma rays,D005720,Biological_Process
N1022,autoradiography,D001345,Technique
N1023,chelating agents,D002614,Chemical
N1024,femur,D005269,Anatomy
N1025,radioisotopes,D011868,Chemical
N1026,succimer,D004113,Chemical
N1027,tissue distribution,D014018,Biological_Process
N1028,"abnormalities, multiple",D000015,Disease
N1029,aortic coarctation,D001017,Disease
N1030,nephrotic syndrome,D009404,Disease
N1031,aortic dissection,D000784,Disease
N1032,"liver cirrhosis, alcoholic",D008104,Disease
N1033,phlebitis,D010689,Disease
N1034,pulmonary veins,D011667,Anatomy
N1035,biological transport,D001692,Biological_Process
N1036,anti-inflammatory agents,D000893,Chemical
N1037,endotoxins,D004731,Chemical
N1038,fetus,D005333,Anatomy
N1039,rheumatic diseases,D012216,Disease
N1040,staphylococcus,D013210,Other
N1041,anticonvulsants,D000927,Chemical
N1042,benzodiazepines,D001569,Chemical
N1043,consciousness disorders,D003244,Disease
N1044,dysarthria,D004401,Disease
N1045,eye movements,D005133,Biological_Process
N1046,handwriting,D006236,Other
N1047,movement disorders,D009069,Disease
N1048,"nystagmus, pathologic",D009759,Disease
N1049,phenobarbital,D010634,Chemical
N1050,phenytoin,D010672,Chemical
N1051,sleep wake disorders,D012893,Disease
N1052,tremor,D014202,Disease
N1053,body height,D001827,Technique
N1054,dehydroepiandrosterone,D003687,Chemical
N1055,ethinyl estradiol,D004997,Chemical
N1056,growth,D006128,Biological_Process
N1057,sexual maturation,D012741,Biological_Process
N1058,"hypertension, malignant",D006974,Disease
N1059,joint diseases,D007592,Disease
N1060,myositis,D009220,Disease
N1061,bone and bones,D001842,Anatomy
N1062,hypertrophy,D006984,Disease
N1063,cavernous sinus,D002426,Anatomy
N1064,oculomotor nerve,D009802,Anatomy
N1065,thromboxane b2,D013929,Chemical
N1066,thromboxanes,D013931,Chemical
N1067,estradiol congeners,D045166,Chemical
N1068,menopause,D008593,Biological_Process
N1069,progesterone congeners,D045167,Chemical
N1070,sex hormone-binding globulin,D012738,Chemical
N1071,caffeine,D002110,Chemical
N1072,facial dermatoses,D005148,Disease
N1073,photosensitivity disorders,D010787,Disease
N1074,simplexvirus,D018139,Other
N1075,virus replication,D014779,Biological_Process
N1076,xeroderma pigmentosum,D014983,Disease
N1077,ascites,D001201,Disease
N1078,constriction,D003250,Technique
N1079,edema,D004487,Disease
N1080,p-aminohippuric acid,D010130,Chemical
N1081,4-nitrophenylphosphatase,D009597,Chemical
N1082,"centrifugation, density gradient",D002499,Technique
N1083,parathyroid hormone,D010281,Chemical
N1084,pseudohypoparathyroidism,D011547,Disease
N1085,doppler effect,D004301,Biological_Process
N1086,subclavian steal syndrome,D013349,Disease
N1087,central nervous system diseases,D002493,Disease
N1088,"myelitis, transverse",D009188,Disease
N1089,trigeminal neuralgia,D014277,Disease
N1090,tuberculoma,D014375,Disease
N1091,"tuberculosis, meningeal",D014390,Disease
N1092,"embolization, therapeutic",D004621,Technique
N1093,fistula,D005402,Disease
N1094,drinking behavior,D004327,Other
N1095,membranes,D008566,Anatomy
N1096,"contraceptives, oral, combined",D003277,Chemical
N1097,norgestrel,D009644,Chemical
N1098,spironolactone,D013148,Chemical
N1099,adrenal cortex neoplasms,D000306,Disease
N1100,adrenocortical hyperfunction,D000308,Disease
N1101,castration,D002369,Technique
N1102,estradiol,D004958,Chemical
N1103,testosterone,D013739,Chemical
N1104,genetic variation,D014644,Biological_Process
N1105,immunosuppression therapy,D007165,Technique
N1106,"mice, inbred strains",D008815,Other
N1107,virulence,D014774,Biological_Process
N1108,alcoholic beverages,D000434,Biological_Process
N1109,beer,D001515,Biological_Process
N1110,ethanol,D000431,Chemical
N1111,wine,D014920,Biological_Process
N1112,wilms tumor,D009396,Disease
N1113,"adenocarcinoma, bronchiolo-alveolar",D002282,Disease
N1114,mediastinal neoplasms,D008479,Disease
N1115,pleural neoplasms,D010997,Disease
N1116,thyroid neoplasms,D013964,Disease
N1117,dexamethasone,D003907,Chemical
N1118,klinefelter syndrome,D007713,Disease
N1119,saliva,D012463,Anatomy
N1120,"physical conditioning, animal",D010805,Biological_Process
N1121,tranylcypromine,D014191,Chemical
N1122,carcinoid heart disease,D002275,Disease
N1123,"arthritis, rheumatoid",D001172,Disease
N1124,fluorescent antibody technique,D005455,Technique
N1125,pericardial effusion,D010490,Disease
N1126,pericardium,D010496,Anatomy
N1127,"enterocolitis, pseudomembranous",D004761,Disease
N1128,hyperbaric oxygenation,D006931,Technique
N1129,pancreatic ducts,D010183,Anatomy
N1130,splenic artery,D013157,Anatomy
N1131,blood glucose,D001786,Chemical
N1132,research design,D012107,Technique
N1133,foxes,D005589,Other
N1134,hemostasis,D006487,Biological_Process
N1135,kidney glomerulus,D007678,Anatomy
N1136,polyanetholesulfonate,D011074,Chemical
N1137,shwartzman phenomenon,D012790,Disease
N1138,azathioprine,D001379,Chemical
N1139,bacterial toxins,D001427,Chemical
N1140,herpesviridae,D006564,Other
N1141,herpesviridae infections,D006566,Disease
N1142,glycosphingolipids,D006028,Chemical
N1143,homozygote,D006720,Biological_Process
N1144,scalp,D012535,Anatomy
N1145,agnosia,D000377,Disease
N1146,"dominance, cerebral",D004292,Other
N1147,hemianopsia,D006423,Disease
N1148,space perception,D013028,Other
N1149,vision disorders,D014786,Disease
N1150,visual fields,D014794,Other
